pcs,lps,entropy,loss
0.49056482315063477,0.7452824115753174,0.8186700344085693,0.47764962911605835
0.32881614565849304,0.6644080877304077,0.9205378890037537,0.5421936511993408
0.7620173692703247,0.8810086846351624,0.526454508304596,0.38303127884864807
0.5117580890655518,0.7558790445327759,0.8018263578414917,0.4696540832519531
0.008510380983352661,0.5042551755905151,0.999947726726532,0.6889010071754456
0.8472093343734741,0.9236046671867371,0.38934874534606934,0.35670149326324463
0.40434548258781433,0.7021727561950684,0.8786187171936035,0.5112736225128174
0.19436195492744446,0.597180962562561,0.9725757837295532,0.6006808876991272
0.18738040328025818,0.5936902165412903,0.9745221138000488,0.6038395166397095
0.30032697319984436,0.650163471698761,0.9339219331741333,0.5542160868644714
0.1654282510280609,0.5827141404151917,0.9801682233810425,0.613849937915802
0.20171165466308594,0.600855827331543,0.9704477787017822,0.5973687171936035
0.4327927827835083,0.28360360860824585,0.8603146076202393,0.9327768087387085
0.41883039474487305,0.2905848026275635,0.8694754838943481,0.9243313074111938
0.9045770764350891,0.9522885680198669,0.27659469842910767,0.33983302116394043
0.20171165466308594,0.39914417266845703,0.9704477787017822,0.7990803718566895
0.11628282070159912,0.5581414103507996,0.9902241230010986,0.6366950869560242
0.8509083390235901,0.9254541397094727,0.3826632797718048,0.35559317469596863
0.8330069780349731,0.9165034890174866,0.41438108682632446,0.3609836995601654
0.009569823741912842,0.504784882068634,0.9999339580535889,0.6883737444877625
0.20171165466308594,0.600855827331543,0.9704477787017822,0.5973687171936035
0.20171165466308594,0.600855827331543,0.9704477787017822,0.5973687171936035
0.804155707359314,0.902077853679657,0.46237409114837646,0.3698141276836395
0.788367748260498,0.10581613332033157,0.48716574907302856,1.1630891561508179
0.44882798194885254,0.7244139909744263,0.8493664860725403,0.4937054216861725
0.8355119228363037,0.9177559614181519,0.41003721952438354,0.3602253198623657
0.5076236128807068,0.7538118362426758,0.8051804304122925,0.47120559215545654
0.8528799414634705,0.9264399409294128,0.3790707290172577,0.3550036549568176
0.7477670907974243,0.8738835453987122,0.5466905236244202,0.38758793473243713
0.8112203478813171,0.9056101441383362,0.45095521211624146,0.3676355481147766
0.44743719696998596,0.7237186431884766,0.8503342866897583,0.49424758553504944
0.758028507232666,0.879014253616333,0.5321877598762512,0.3843022882938385
0.829296350479126,0.914648175239563,0.4207615256309509,0.3621094822883606
0.4649401903152466,0.7324700951576233,0.837897777557373,0.48745831847190857
0.876150369644165,0.9380751848220825,0.3350387215614319,0.3481062948703766
0.4243509769439697,0.28782451152801514,0.8658944368362427,0.9276649951934814
0.8797606825828552,0.93988037109375,0.32791978120803833,0.34704625606536865
0.7502211928367615,0.8751105666160583,0.5432538986206055,0.386800080537796
0.20171165466308594,0.600855827331543,0.9704477787017822,0.5973687171936035
0.6878474950790405,0.8439237475395203,0.6248394846916199,0.4072348177433014
0.3101021647453308,0.344948947429657,0.9294759035110474,0.8601707816123962
0.7081815600395203,0.14590920507907867,0.5995076894760132,1.1086602210998535
0.8178202509880066,0.9089101552963257,0.44009727239608765,0.3656097650527954
0.8793351650238037,0.9396675825119019,0.32876303791999817,0.34717103838920593
0.018384456634521484,0.49080777168273926,0.9997562170028687,0.7023816704750061
0.16182082891464233,0.4190896153450012,0.9810274839401245,0.7773272395133972
0.17445549368858337,0.5872277021408081,0.9779332876205444,0.6097189784049988
0.3761172294616699,0.688058614730835,0.8954017162322998,0.5226683020591736
0.46238788962364197,0.7311939597129822,0.8397461175918579,0.4884438216686249
0.2901970446109772,0.6450985074043274,0.9383695125579834,0.5585387349128723
0.9077885150909424,0.9538942575454712,0.2696182429790497,0.3389088809490204
0.6417800784111023,0.8208900690078735,0.6781260967254639,0.4228822588920593
0.8601789474487305,0.9300894737243652,0.3655896782875061,0.3528280258178711
0.12298408150672913,0.43850794434547424,0.9890618920326233,0.7565287351608276
0.7590832710266113,0.8795416355133057,0.5306770205497742,0.3839658498764038
0.584247350692749,0.7921236753463745,0.7374037504196167,0.4430982768535614
0.3233415484428406,0.6616708040237427,0.9232109189033508,0.5444886088371277
0.7183616757392883,0.8591808676719666,0.586380124092102,0.39713072776794434
0.5141745209693909,0.24291275441646576,0.799850583076477,0.9829236268997192
0.5322519540786743,0.23387405276298523,0.7847037315368652,0.9942744374275208
0.7786033153533936,0.8893016576766968,0.5020188093185425,0.37778329849243164
0.23964929580688477,0.3801753520965576,0.9581657648086548,0.8201337456703186
0.2210063338279724,0.6105031967163086,0.964474081993103,0.5887370705604553
0.9019850492477417,0.9509925246238708,0.28216567635536194,0.3405804932117462
0.8099343776702881,0.904967188835144,0.4530492424964905,0.3680313229560852
0.8276174664497375,0.9138087630271912,0.4236273765563965,0.3626198470592499
0.12018325924873352,0.5600916743278503,0.9895555377006531,0.6348599195480347
0.15753325819969177,0.4212333858013153,0.9820236563682556,0.775012731552124
0.3964855968952179,0.6982427835464478,0.8834283351898193,0.5144270658493042
0.8179019689559937,0.9089509844779968,0.43996161222457886,0.3655847907066345
0.8920672535896301,0.9460336565971375,0.3030126690864563,0.3434532880783081
0.6814221143722534,0.15928897261619568,0.632605791091919,1.0908108949661255
0.3886730372905731,0.6943365335464478,0.8881040811538696,0.517576277256012
0.19495609402656555,0.5974780321121216,0.9724067449569702,0.6004126071929932
0.6148781776428223,0.8074390888214111,0.7067980766296387,0.4322412312030792
0.8403833508491516,0.9201916456222534,0.4015035033226013,0.35875430703163147
0.4496002197265625,0.27519989013671875,0.848827600479126,0.943004846572876
0.4326048195362091,0.28369757533073425,0.8604402542114258,0.9326627254486084
0.24934932589530945,0.37532535195350647,0.9546734094619751,0.8255736827850342
0.7969266176223755,0.8984633088111877,0.473847895860672,0.3720545172691345
0.8851374387741089,0.057431310415267944,0.3171626031398773,1.2306101322174072
0.047171443700790405,0.5235857367515564,0.9983943700790405,0.6698395609855652
0.8654307126998901,0.9327153563499451,0.35570770502090454,0.35126957297325134
0.36200013756752014,0.6810000538825989,0.9032906293869019,0.528438925743103
0.8462978005409241,0.9231489300727844,0.39098551869392395,0.35697507858276367
0.9053038358688354,0.9526519179344177,0.2750232219696045,0.33962365984916687
0.45629286766052246,0.7281464338302612,0.8441118001937866,0.49080345034599304
0.6799994707107544,0.8399997353553772,0.634310245513916,0.40986695885658264
0.08152851462364197,0.5407642722129822,0.9951999187469482,0.6532135605812073
0.6682724952697754,0.8341362476348877,0.6481547355651855,0.4138255715370178
0.7641752362251282,0.8820875883102417,0.5233301520347595,0.38234516978263855
0.37264367938041687,0.31367817521095276,0.8973737359046936,0.896727442741394
0.882703959941864,0.9413520097732544,0.32205450534820557,0.3461841344833374
0.1885351836681366,0.4057324230670929,0.9742051959037781,0.7918514013290405
0.0473061203956604,0.5236530900001526,0.9983850717544556,0.6697738766670227
0.13230419158935547,0.5661520957946777,0.9873361587524414,0.6291815042495728
0.5851945877075195,0.7925972938537598,0.7364886999130249,0.44275930523872375
0.8242443799972534,0.9121221899986267,0.4293462634086609,0.363646924495697
0.8814796209335327,0.9407398104667664,0.324501097202301,0.3465425670146942
0.8086085915565491,0.9043043255805969,0.45520085096359253,0.3684397041797638
0.20171165466308594,0.39914417266845703,0.9704477787017822,0.7990803718566895
0.20073774456977844,0.3996311128139496,0.9707344770431519,0.7985445261001587
0.014272451400756836,0.5071362257003784,0.9998530745506287,0.6860364079475403
0.7073571681976318,0.8536785840988159,0.6005575656890869,0.4007508158683777
0.8858528733253479,0.9429264068603516,0.31571683287620544,0.3452637195587158
0.20171165466308594,0.600855827331543,0.9704477787017822,0.5973687171936035
0.44406840205192566,0.722034215927124,0.8526642322540283,0.49556267261505127
0.9016522169113159,0.950826108455658,0.2828773260116577,0.34067657589912415
0.8283358812332153,0.9141679406166077,0.42240262031555176,0.36240142583847046
0.9230821132659912,0.9615410566329956,0.23518124222755432,0.33453652262687683
0.8485972881317139,0.9242986440658569,0.3868485391139984,0.3562852740287781
0.7177646160125732,0.8588823080062866,0.5871585011482239,0.3973264694213867
0.48631250858306885,0.2568437457084656,0.8219460248947144,0.9655791521072388
0.7872541546821594,0.8936271071434021,0.48887771368026733,0.37506958842277527
0.575820803642273,0.7879104018211365,0.7454580068588257,0.44612276554107666
0.8900735974311829,0.9450368285179138,0.30711740255355835,0.3440331816673279
0.837450385093689,0.9187251925468445,0.4066552519798279,0.359639436006546
0.3130214214324951,0.6565107107162476,0.9281185865402222,0.5488346219062805
0.32165417075157166,0.660827100276947,0.9240250587463379,0.5451974272727966
0.8953725099563599,0.9476862549781799,0.2961455285549164,0.34249362349510193
0.09109130501747131,0.5455456376075745,0.9940062761306763,0.6486383676528931
0.947052001953125,0.9735260009765625,0.1763884574174881,0.3277794420719147
