pcs,lps,loss,entropy,repaired
1.037383734170037,-1.0373836214205232,1.0411067007259507,-1.1003588760582985,False
0.8533095562021993,-0.8533095583835184,0.8541860299739366,-0.8975755989221231,False
0.6893078442168427,-0.6893079285959709,0.6877935693673813,-0.7062340451596406,True
1.4488288261760287,-1.4488287943276847,1.4602432624995,-1.5346637427220313,False
-1.1721904515448214,1.1721904523041144,-1.1680797611596458,1.101882618556773,False
-1.6487298108892203,1.648729938999627,-1.6070648732650787,1.1867420289144195,True
-0.7991817723148722,0.7991817728051177,-0.8111879651147417,0.918662471049436,False
-1.3261794936438518,1.3261793714053294,-1.3120764481854827,1.1471146991674,True
-1.5456138396986874,1.5456138406480453,-1.5137510918742612,1.1819767811711759,True
-0.6511369826597567,0.6511369830186341,-0.6665434651957188,0.8165585271925965,False
1.4465721559867744,-1.4465722047483858,1.4579373280010928,-1.532150272973115,False
0.08748448574399419,-0.08748438961853246,0.07555001240762649,0.06885784369384187,False
-0.3619885403333291,0.3619883254569439,-0.37962470711183505,0.5693779279896337,False
-0.1130201202420974,0.1130200180410516,-0.12858132363110825,0.30821099773964666,False
1.5224047563373122,-1.5224046233584605,1.535447415921583,-1.6222354472727654,False
1.5323764180490986,-1.5323764101531145,1.5456458488035685,-1.6358183886533975,False
0.1987659696965171,-0.19876597042541885,0.18921079019427112,-0.07327323520386708,False
0.02835571244380138,-0.02835581122539093,0.01521896128509007,0.14186821076354447,False
1.4887268995865652,-1.4887270460754447,1.5010134658503056,-1.5803854643159698,False
-1.1301279564772082,1.130128077617495,-1.1283995520883892,1.0864772290210813,True
-0.21190973915601133,0.2119098432828174,-0.22867584898093898,0.4170341957247651,False
-1.0729046605676504,1.072904541675369,-1.0741815320461954,1.0633936577264147,False
0.1058235315172481,-0.10582372437770109,0.09427799620318883,0.04583577032316925,True
1.5220495464292219,-1.5220496480239747,1.5350840690045173,-1.6217662896659994,False
1.211637487652265,-1.2116376399844093,1.2183504641643321,-1.2841174094998438,False
0.2824347992677204,-0.28243507410151686,0.27450827144634266,-0.18310793830987607,False
-1.3202928332141721,1.3202925880427883,-1.3066083479113293,1.1457048740814824,True
-1.167970947872147,1.1679708276897487,-1.164105371725964,1.1003967490546667,False
-1.0028074035443402,1.0028074041919417,-1.0074010195506509,1.0317534719741563,True
-0.8120136568898173,0.812013426182033,-0.8236478738859561,0.9267240746669145,False
-0.1644172645764694,0.16441726438967608,-0.18066194941406258,0.36557982278969275,False
-1.2503065705665768,1.2503064493007003,-1.241377658209767,1.1270075214494943,True
-0.7410905724421885,0.7410906873237255,-0.7546251185133867,0.8805934540741229,False
