pcs,lps,entropy,loss
0.9997668862342834,0.999882698059082,0.0017136808019131422,2.800495147705078
0.999035120010376,0.9994797110557556,0.00673847459256649,2.800882577896118
0.9999972581863403,0.9999984502792358,3.486323475954123e-05,2.800384044647217
0.9999988675117493,0.9999992847442627,1.5944444385240786e-05,2.8003830909729004
0.9999811053276062,0.9999905824661255,0.00017141869466286153,2.800391435623169
1.0,1.0,4.967037625647208e-07,2.800382375717163
0.9999998211860657,0.9999998807907104,1.7804974277169094e-06,2.800382614135742
0.9999954700469971,0.9999972581863403,5.8122528571402654e-05,2.8003852367401123
1.0,1.0,3.0155780095242335e-09,2.800382375717163
0.9999995827674866,0.9999997615814209,4.673564490076387e-06,2.800382614135742
1.0,1.0,8.256920835947312e-08,2.800382375717163
1.0,1.0,2.5900587274918507e-07,2.800382375717163
1.0,1.0,2.4215708549490955e-08,2.800382375717163
1.0,1.0,1.2963538686960874e-08,2.800382375717163
1.0,1.0,1.7999303736360162e-07,2.800382375717163
1.0,1.0,4.666066644176681e-09,2.800382375717163
1.0,1.0,3.310136875711578e-08,2.800382375717163
1.0,1.0,2.3873175436506244e-08,2.800382375717163
1.0,1.0,2.0457592597722396e-07,2.800382375717163
0.9999998211860657,0.9999998807907104,3.117321057288791e-06,2.800382614135742
0.9999997615814209,0.9999998807907104,5.131971192895435e-06,2.800382614135742
1.0,1.0,1.305089147862759e-09,2.800382375717163
1.0,1.0,4.275927389940648e-10,2.800382375717163
1.0,1.0,2.2253412446104903e-09,2.800382375717163
1.0,1.0,1.201825305940929e-08,2.800382375717163
1.0,1.0,1.231676205470933e-09,2.800382375717163
1.0,1.0,1.1865411986278218e-09,2.800382375717163
0.9999833703041077,0.9999895095825195,0.00019996194168925285,2.8003926277160645
0.9999995827674866,0.9999997615814209,4.780612016475061e-06,2.800382614135742
0.9999865293502808,0.999993085861206,0.00012972562399227172,2.800389051437378
0.9999855756759644,0.9999914169311523,0.00016481934289913625,2.8003907203674316
0.9999998211860657,0.9999998807907104,1.8414772284813807e-06,2.800382614135742
0.9999659061431885,0.9999802112579346,0.00035469228168949485,2.800401449203491
0.9999702572822571,0.9999843835830688,0.0002794437750708312,2.8003973960876465
1.0,1.0,4.6464805336654535e-09,2.800382375717163
0.9996703863143921,0.9998347759246826,0.0023213436361402273,2.8005411624908447
1.0,1.0,2.377004704179342e-10,2.800382375717163
0.9999997615814209,0.9999998807907104,2.866843260562746e-06,2.800382614135742
1.0,1.0,1.1279521761053957e-09,2.800382375717163
0.9997982978820801,0.9998985528945923,0.001502069877460599,2.8004798889160156
