pcs,lps,entropy,loss
1.0,1.0,2.1668865533652986e-22,1.4611501693725586
1.0,1.0,5.405261163105024e-07,1.4611501693725586
1.0,1.0,8.206706147984022e-12,1.4611501693725586
0.9999876022338867,6.214892437128583e-06,0.00011643486504908651,2.4611430168151855
0.8397654294967651,0.9134355187416077,0.48031291365623474,1.536042332649231
1.0,1.0,7.916833766330456e-08,1.4611501693725586
0.9999991655349731,0.9999995231628418,1.2290061931707896e-05,1.4611506462097168
0.9999973177909851,0.9999986886978149,2.834077713487204e-05,1.4611512422561646
1.0,1.0,2.388808928444064e-09,1.4611501693725586
0.9999966025352478,0.9999978542327881,4.6710581955267116e-05,1.4611520767211914
1.0,1.0,4.3111614587414436e-17,1.4611501693725586
0.8557422161102295,0.9278711080551147,0.37381845712661743,1.5234712362289429
0.9669144749641418,0.982822835445404,0.13367125391960144,1.4758504629135132
0.9777312278747559,0.011133424937725067,0.08825564384460449,2.4484024047851562
0.9993383884429932,0.9995716214179993,0.0058595831505954266,1.4615157842636108
1.0,1.0,6.70359989740632e-10,1.4611501693725586
0.8982324004173279,0.9307225346565247,0.46914511919021606,1.5208535194396973
0.9987730979919434,0.0001433355500921607,0.011927125044167042,2.460878849029541
0.9999664425849915,1.653765866649337e-05,0.00029754635761491954,2.4611310958862305
1.0,1.0,1.813646802184543e-11,1.4611501693725586
0.9999954700469971,0.9999977350234985,4.558205182547681e-05,1.4611520767211914
0.6838642954826355,0.1178443506360054,1.0523978471755981,2.3189263343811035
1.0,1.0,1.1681122208558308e-14,1.4611501693725586
1.0,2.1521012106676297e-16,1.0286321838748336e-07,2.4611501693725586
0.9968466758728027,0.0015621576458215714,0.0173296257853508,2.459354877471924
0.7522904276847839,0.8754331469535828,0.5546019673347473,1.5697259902954102
1.0,1.0,1.703008122976718e-13,1.4611501693725586
1.0,3.9473463289262795e-14,2.7108639985562455e-11,2.4611501693725586
1.0,1.0,2.6177099225234424e-13,1.4611501693725586
0.6349873542785645,0.00754895992577076,1.5940427780151367,2.4211437702178955
1.0,1.0,1.405732762181991e-13,1.4611501693725586
1.0,1.0,6.095216562376771e-14,1.4611501693725586
1.0,1.0,5.832201736122701e-15,1.4611501693725586
0.999998927116394,0.9999994039535522,1.4907956028764602e-05,1.4611506462097168
0.9999706149101257,0.9999853372573853,0.00025726252351887524,1.4611625671386719
0.9999990463256836,0.9999995231628418,1.1072996130678803e-05,1.4611506462097168
1.0,1.0,1.9756943974539108e-20,1.4611501693725586
0.33014190196990967,0.0017397715710103512,1.3315973281860352,2.4231810569763184
1.0,1.0,1.1664564425473145e-08,1.4611501693725586
